room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,12,EXIT_A,3.0,3,1.8000000000000005,4.800000000000001,START_R01 -> DOOR_01 -> C0 -> EXIT_A,False,False,0.0,0
R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,7,EXIT_A,4.0,4,7.802777777777778,11.802777777777777,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R03,EXIT_A,5.0,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,10,EXIT_A,5.0,5,7.523611111111111,12.523611111111112,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R04,EXIT_A,6.0,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,11,EXIT_A,6.0,6,4.095833333333332,10.095833333333333,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R05,EXIT_B,5.0,5,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B,24,EXIT_B,5.0,5,18.086722222222225,23.086722222222225,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B,False,False,0.0,0
R06,EXIT_B,4.0,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B,19,EXIT_B,4.0,4,23.72438888888889,27.72438888888889,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B,False,False,0.0,0
R07,EXIT_B,3.0,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B,18,EXIT_B,3.0,3,24.00138888888889,27.00138888888889,START_R07 -> DOOR_07 -> C6 -> EXIT_B,False,False,0.0,0
R08,EXIT_B,4.0,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B,21,EXIT_B,4.0,4,19.00005555555556,23.00005555555556,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B,False,False,0.0,0
R09,EXIT_B,5.0,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B,15,EXIT_B,5.0,5,38.739222222222224,43.739222222222224,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B,False,False,0.0,0
R10,EXIT_B,6.0,6,START_R10 -> DOOR_10 -> C9 -> C8 -> C7 -> C6 -> EXIT_B,25,EXIT_B,6.0,6,17.30902777777778,23.30902777777778,START_R10 -> DOOR_10 -> C9 -> C8 -> C7 -> C6 -> EXIT_B,False,False,0.0,0
R11,EXIT_C,6.0,6,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> C13 -> EXIT_C,17,EXIT_C,6.0,6,21.354888888888887,27.354888888888887,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> C13 -> EXIT_C,False,False,0.0,0
R12,EXIT_C,5.0,5,START_R12 -> DOOR_12 -> C11 -> C12 -> C13 -> EXIT_C,13,EXIT_C,5.0,5,29.679777777777776,34.67977777777777,START_R12 -> DOOR_12 -> C11 -> C12 -> C13 -> EXIT_C,False,False,0.0,0
R13,EXIT_C,4.0,4,START_R13 -> DOOR_13 -> C12 -> C13 -> EXIT_C,21,EXIT_C,4.0,4,11.582,15.582,START_R13 -> DOOR_13 -> C12 -> C13 -> EXIT_C,False,False,0.0,0
R14,EXIT_C,3.0,3,START_R14 -> DOOR_14 -> C13 -> EXIT_C,12,EXIT_C,3.0,3,18.088,21.088,START_R14 -> DOOR_14 -> C13 -> EXIT_C,False,False,0.0,0
R15,EXIT_C,4.0,4,START_R15 -> DOOR_15 -> C14 -> C13 -> EXIT_C,2,EXIT_D,8.0,8,10.305583333333335,18.305583333333335,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> C18 -> C19 -> EXIT_D,True,True,4.0,4
R16,EXIT_C,5.0,5,START_R16 -> DOOR_16 -> C15 -> C14 -> C13 -> EXIT_C,25,EXIT_C,5.0,5,10.694444444444446,15.694444444444446,START_R16 -> DOOR_16 -> C15 -> C14 -> C13 -> EXIT_C,False,False,0.0,0
R17,EXIT_C,6.0,6,START_R17 -> DOOR_17 -> C16 -> C15 -> C14 -> C13 -> EXIT_C,3,EXIT_D,6.0,6,7.895138888888888,13.895138888888889,START_R17 -> DOOR_17 -> C16 -> C17 -> C18 -> C19 -> EXIT_D,True,True,0.0,0
R18,EXIT_D,5.0,5,START_R18 -> DOOR_18 -> C17 -> C18 -> C19 -> EXIT_D,22,EXIT_D,5.0,5,8.530499999999998,13.530499999999998,START_R18 -> DOOR_18 -> C17 -> C18 -> C19 -> EXIT_D,False,False,0.0,0
R19,EXIT_D,4.0,4,START_R19 -> DOOR_19 -> C18 -> C19 -> EXIT_D,10,EXIT_D,4.0,4,5.733333333333334,9.733333333333334,START_R19 -> DOOR_19 -> C18 -> C19 -> EXIT_D,False,False,0.0,0
R20,EXIT_D,3.0,3,START_R20 -> DOOR_20 -> C19 -> EXIT_D,9,EXIT_D,3.0,3,3.7972222222222225,6.7972222222222225,START_R20 -> DOOR_20 -> C19 -> EXIT_D,False,False,0.0,0
