room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,16,EXIT_A,5.0,13.518944444444447,18.518944444444447,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R02,Room 02,START_R02,14,EXIT_B,7.0,25.49166666666667,32.491666666666674,7,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> C7 -> EELBOW_EXIT_B -> EXIT_B
R03,Room 03,START_R03,25,EXIT_A,7.0,28.15972222222222,35.15972222222222,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R04,Room 04,START_R04,22,EXIT_B,9.0,16.388777777777776,25.388777777777776,9,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> C6 -> C7 -> EELBOW_EXIT_B -> EXIT_B
R05,Room 05,START_R05,9,EXIT_B,8.0,41.62990277777777,49.62990277777777,8,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> C6 -> C7 -> EELBOW_EXIT_B -> EXIT_B
R06,Room 06,START_R06,10,EXIT_B,7.0,29.286888888888893,36.28688888888889,7,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> C6 -> C7 -> EELBOW_EXIT_B -> EXIT_B
R07,Room 07,START_R07,18,EXIT_B,6.0,20.322222222222223,26.322222222222223,6,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C7 -> EELBOW_EXIT_B -> EXIT_B
R08,Room 08,START_R08,13,EXIT_A,6.0,24.047569444444445,30.04756944444445,6,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R09,Room 09,START_R09,16,EXIT_A,5.0,17.054944444444445,22.054944444444445,5,START_R09 -> DOOR_09 -> ELBOW_R09 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R10,Room 10,START_R10,13,EXIT_A,6.0,41.18494444444445,47.18494444444445,6,START_R10 -> DOOR_10 -> ELBOW_R10 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A
