route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R01__EXIT_A,R01,Room 01,START_R01,EXIT_A,20,5.0,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E025:START_R01--DOOR_01 | E026:DOOR_01--ELBOW_R01 | E027:ELBOW_R01--C0 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R01__EXIT_B,R01,Room 01,START_R01,EXIT_B,20,10.0,10,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> C1 -> C2 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E025:START_R01--DOOR_01 | E026:DOOR_01--ELBOW_R01 | E027:ELBOW_R01--C0 | E001:C0--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R01__EXIT_C,R01,Room 01,START_R01,EXIT_C,20,11.0,11,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> C15 -> C14 -> C13 -> C12 -> C11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E025:START_R01--DOOR_01 | E026:DOOR_01--ELBOW_R01 | E027:ELBOW_R01--C0 | E016:C15--C0 | E015:C14--C15 | E014:C13--C14 | E013:C12--C13 | E012:C11--C12 | E011:C10--C11 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R01__EXIT_D,R01,Room 01,START_R01,EXIT_D,20,6.0,6,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E025:START_R01--DOOR_01 | E026:DOOR_01--ELBOW_R01 | E027:ELBOW_R01--C0 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R02__EXIT_A,R02,Room 02,START_R02,EXIT_A,16,6.0,6,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E028:START_R02--DOOR_02 | E029:DOOR_02--ELBOW_R02 | E030:ELBOW_R02--C1 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R02__EXIT_B,R02,Room 02,START_R02,EXIT_B,16,9.0,9,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C2 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E028:START_R02--DOOR_02 | E029:DOOR_02--ELBOW_R02 | E030:ELBOW_R02--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R02__EXIT_C,R02,Room 02,START_R02,EXIT_C,16,12.0,12,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> C15 -> C14 -> C13 -> C12 -> C11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E028:START_R02--DOOR_02 | E029:DOOR_02--ELBOW_R02 | E030:ELBOW_R02--C1 | E001:C0--C1 | E016:C15--C0 | E015:C14--C15 | E014:C13--C14 | E013:C12--C13 | E012:C11--C12 | E011:C10--C11 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R02__EXIT_D,R02,Room 02,START_R02,EXIT_D,16,7.0,7,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E028:START_R02--DOOR_02 | E029:DOOR_02--ELBOW_R02 | E030:ELBOW_R02--C1 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R03__EXIT_A,R03,Room 03,START_R03,EXIT_A,23,7.0,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E031:START_R03--DOOR_03 | E032:DOOR_03--ELBOW_R03 | E033:ELBOW_R03--C2 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R03__EXIT_B,R03,Room 03,START_R03,EXIT_B,23,8.0,8,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E031:START_R03--DOOR_03 | E032:DOOR_03--ELBOW_R03 | E033:ELBOW_R03--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R03__EXIT_C,R03,Room 03,START_R03,EXIT_C,23,13.0,13,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> C15 -> C14 -> C13 -> C12 -> C11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E031:START_R03--DOOR_03 | E032:DOOR_03--ELBOW_R03 | E033:ELBOW_R03--C2 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E015:C14--C15 | E014:C13--C14 | E013:C12--C13 | E012:C11--C12 | E011:C10--C11 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R03__EXIT_D,R03,Room 03,START_R03,EXIT_D,23,8.0,8,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E031:START_R03--DOOR_03 | E032:DOOR_03--ELBOW_R03 | E033:ELBOW_R03--C2 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R04__EXIT_A,R04,Room 04,START_R04,EXIT_A,21,8.0,8,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E034:START_R04--DOOR_04 | E035:DOOR_04--ELBOW_R04 | E036:ELBOW_R04--C3 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R04__EXIT_B,R04,Room 04,START_R04,EXIT_B,21,7.0,7,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E034:START_R04--DOOR_04 | E035:DOOR_04--ELBOW_R04 | E036:ELBOW_R04--C3 | E004:C3--C4 | E005:C4--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R04__EXIT_C,R04,Room 04,START_R04,EXIT_C,21,12.0,12,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E034:START_R04--DOOR_04 | E035:DOOR_04--ELBOW_R04 | E036:ELBOW_R04--C3 | E004:C3--C4 | E005:C4--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E010:C9--C10 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R04__EXIT_D,R04,Room 04,START_R04,EXIT_D,21,9.0,9,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C2 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E034:START_R04--DOOR_04 | E035:DOOR_04--ELBOW_R04 | E036:ELBOW_R04--C3 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R05__EXIT_A,R05,Room 05,START_R05,EXIT_A,2,9.0,9,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E037:START_R05--DOOR_05 | E038:DOOR_05--ELBOW_R05 | E039:ELBOW_R05--C4 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R05__EXIT_B,R05,Room 05,START_R05,EXIT_B,2,6.0,6,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E037:START_R05--DOOR_05 | E038:DOOR_05--ELBOW_R05 | E039:ELBOW_R05--C4 | E005:C4--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R05__EXIT_C,R05,Room 05,START_R05,EXIT_C,2,11.0,11,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E037:START_R05--DOOR_05 | E038:DOOR_05--ELBOW_R05 | E039:ELBOW_R05--C4 | E005:C4--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E010:C9--C10 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R05__EXIT_D,R05,Room 05,START_R05,EXIT_D,2,10.0,10,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C3 -> C2 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E037:START_R05--DOOR_05 | E038:DOOR_05--ELBOW_R05 | E039:ELBOW_R05--C4 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R06__EXIT_A,R06,Room 06,START_R06,EXIT_A,25,10.0,10,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E040:START_R06--DOOR_06 | E041:DOOR_06--ELBOW_R06 | E042:ELBOW_R06--C5 | E005:C4--C5 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R06__EXIT_B,R06,Room 06,START_R06,EXIT_B,25,5.0,5,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E040:START_R06--DOOR_06 | E041:DOOR_06--ELBOW_R06 | E042:ELBOW_R06--C5 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R06__EXIT_C,R06,Room 06,START_R06,EXIT_C,25,10.0,10,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> C6 -> C7 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E040:START_R06--DOOR_06 | E041:DOOR_06--ELBOW_R06 | E042:ELBOW_R06--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E010:C9--C10 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R06__EXIT_D,R06,Room 06,START_R06,EXIT_D,25,11.0,11,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E040:START_R06--DOOR_06 | E041:DOOR_06--ELBOW_R06 | E042:ELBOW_R06--C5 | E005:C4--C5 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R07__EXIT_A,R07,Room 07,START_R07,EXIT_A,6,11.0,11,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E043:START_R07--DOOR_07 | E044:DOOR_07--ELBOW_R07 | E045:ELBOW_R07--C6 | E006:C5--C6 | E005:C4--C5 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R07__EXIT_B,R07,Room 07,START_R07,EXIT_B,6,6.0,6,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E043:START_R07--DOOR_07 | E044:DOOR_07--ELBOW_R07 | E045:ELBOW_R07--C6 | E006:C5--C6 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
R07__EXIT_C,R07,Room 07,START_R07,EXIT_C,6,9.0,9,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C7 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,E043:START_R07--DOOR_07 | E044:DOOR_07--ELBOW_R07 | E045:ELBOW_R07--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E010:C9--C10 | E021:C10--EELBOW_EXIT_C | E022:EELBOW_EXIT_C--EXIT_C
R07__EXIT_D,R07,Room 07,START_R07,EXIT_D,6,12.0,12,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,E043:START_R07--DOOR_07 | E044:DOOR_07--ELBOW_R07 | E045:ELBOW_R07--C6 | E006:C5--C6 | E005:C4--C5 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E016:C15--C0 | E023:C15--EELBOW_EXIT_D | E024:EELBOW_EXIT_D--EXIT_D
R08__EXIT_A,R08,Room 08,START_R08,EXIT_A,19,12.0,12,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,E046:START_R08--DOOR_08 | E047:DOOR_08--ELBOW_R08 | E048:ELBOW_R08--C7 | E007:C6--C7 | E006:C5--C6 | E005:C4--C5 | E004:C3--C4 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E017:C0--EELBOW_EXIT_A | E018:EELBOW_EXIT_A--EXIT_A
R08__EXIT_B,R08,Room 08,START_R08,EXIT_B,19,7.0,7,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,E046:START_R08--DOOR_08 | E047:DOOR_08--ELBOW_R08 | E048:ELBOW_R08--C7 | E007:C6--C7 | E006:C5--C6 | E019:C5--EELBOW_EXIT_B | E020:EELBOW_EXIT_B--EXIT_B
