source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C15,EELBOW_EXIT_D,navigation,1.0,4.0,40.0,86,5,2.15,215.0,True
C0,C1,navigation,1.0,3.0,30.0,60,3,2.0,200.0,True
EELBOW_EXIT_B,EXIT_B,exit,1.0,5.0,50.0,90,7,1.8,180.0,True
C10,EELBOW_EXIT_C,navigation,1.0,5.0,50.0,79,5,1.58,158.0,True
C5,EELBOW_EXIT_B,navigation,1.0,6.0,60.0,90,7,1.5,150.0,True
EELBOW_EXIT_A,EXIT_A,exit,1.0,4.0,40.0,60,3,1.5,150.0,True
C4,C5,navigation,1.0,3.0,30.0,44,4,1.4666666666666666,146.66666666666666,True
EELBOW_EXIT_D,EXIT_D,exit,1.0,6.0,60.0,86,5,1.4333333333333333,143.33333333333334,True
EELBOW_EXIT_C,EXIT_C,exit,1.0,6.0,60.0,79,5,1.3166666666666667,131.66666666666666,True
DOOR_06,START_R06,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
DOOR_06,ELBOW_R06,door_to_hallway,1.0,2.0,20.0,25,1,1.25,125.0,True
DOOR_03,ELBOW_R03,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
C1,C2,navigation,1.0,5.0,50.0,56,3,1.12,112.00000000000001,True
C2,ELBOW_R19,navigation,1.0,2.0,20.0,21,1,1.05,105.0,True
C3,C4,navigation,1.0,4.0,40.0,42,3,1.05,105.0,True
DOOR_04,START_R04,room_start,1.0,2.0,20.0,21,1,1.05,105.0,True
DOOR_04,ELBOW_R04,door_to_hallway,1.0,2.0,20.0,21,1,1.05,105.0,True
DOOR_17,ELBOW_R17,door_to_hallway,1.0,2.0,20.0,21,1,1.05,105.0,True
DOOR_19,START_R19,room_start,1.0,2.0,20.0,21,1,1.05,105.0,True
DOOR_19,ELBOW_R19,door_to_hallway,1.0,2.0,20.0,21,1,1.05,105.0,True
C0,C15,navigation,1.0,4.0,40.0,41,2,1.025,102.49999999999999,True
C0,EELBOW_EXIT_A,navigation,1.0,6.0,60.0,60,3,1.0,100.0,False
C0,ELBOW_R01,navigation,1.0,2.0,20.0,20,1,1.0,100.0,False
C10,ELBOW_R11,navigation,1.0,2.0,20.0,20,1,1.0,100.0,False
DOOR_01,START_R01,room_start,1.0,2.0,20.0,20,1,1.0,100.0,False
C15,ELBOW_R16,navigation,1.0,2.0,20.0,19,1,0.95,95.0,False
DOOR_08,START_R08,room_start,1.0,2.0,20.0,19,1,0.95,95.0,False
DOOR_08,ELBOW_R08,door_to_hallway,1.0,2.0,20.0,19,1,0.95,95.0,False
C9,C10,navigation,1.0,4.0,40.0,36,2,0.9,90.0,False
C7,C8,navigation,1.0,4.0,40.0,34,2,0.85,85.0,False
DOOR_10,START_R10,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
C5,ELBOW_R06,navigation,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C1,ELBOW_R02,navigation,1.0,2.0,20.0,16,1,0.8,80.0,False
DOOR_02,START_R02,room_start,1.0,2.0,20.0,16,1,0.8,80.0,False
DOOR_02,ELBOW_R02,door_to_hallway,1.0,2.0,20.0,16,1,0.8,80.0,False
C2,ELBOW_R03,navigation,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
C10,C11,navigation,1.0,3.0,30.0,23,2,0.7666666666666667,76.66666666666667,False
DOOR_03,START_R03,room_start,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_09,START_R09,room_start,1.0,2.0,20.0,15,1,0.75,75.0,False
DOOR_13,ELBOW_R13,door_to_hallway,1.0,2.0,20.0,15,1,0.75,75.0,False
C0,ELBOW_R17,navigation,1.0,3.0,30.0,21,1,0.7,70.0,False
C3,ELBOW_R04,navigation,1.0,3.0,30.0,21,1,0.7,70.0,False
DOOR_17,START_R17,room_start,1.0,3.0,30.0,21,1,0.7,70.0,False
DOOR_01,ELBOW_R01,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_11,START_R11,room_start,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_11,ELBOW_R11,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C14,C15,navigation,1.0,4.0,40.0,26,2,0.65,65.0,False
DOOR_14,ELBOW_R14,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
DOOR_15,START_R15,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
DOOR_15,ELBOW_R15,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
C7,ELBOW_R08,navigation,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
DOOR_16,START_R16,room_start,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
DOOR_16,ELBOW_R16,door_to_hallway,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C1,ELBOW_R18,navigation,1.0,2.0,20.0,12,1,0.6,60.0,False
DOOR_18,ELBOW_R18,door_to_hallway,1.0,2.0,20.0,12,1,0.6,60.0,False
C9,ELBOW_R10,navigation,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_10,ELBOW_R10,door_to_hallway,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
C5,C6,navigation,1.0,4.0,40.0,21,2,0.525,52.5,False
C8,ELBOW_R09,navigation,1.0,3.0,30.0,15,1,0.5,50.0,False
C11,C12,navigation,1.0,3.0,30.0,15,1,0.5,50.0,False
C12,ELBOW_R13,navigation,1.0,3.0,30.0,15,1,0.5,50.0,False
DOOR_09,ELBOW_R09,door_to_hallway,1.0,3.0,30.0,15,1,0.5,50.0,False
DOOR_13,START_R13,room_start,1.0,3.0,30.0,15,1,0.5,50.0,False
DOOR_20,START_R20,room_start,1.0,2.0,20.0,9,1,0.45,45.0,False
C13,C14,navigation,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C13,ELBOW_R14,navigation,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C14,ELBOW_R15,navigation,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_14,START_R14,room_start,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
C2,C3,navigation,1.0,3.0,30.0,12,1,0.4,40.0,False
DOOR_12,ELBOW_R12,door_to_hallway,1.0,2.0,20.0,8,1,0.4,40.0,False
DOOR_18,START_R18,room_start,1.0,3.0,30.0,12,1,0.4,40.0,False
C8,C9,navigation,1.0,5.0,50.0,19,1,0.38,38.0,False
C6,C7,navigation,1.0,4.0,40.0,15,1,0.375,37.5,False
C3,ELBOW_R20,navigation,1.0,3.0,30.0,9,1,0.3,30.0,False
DOOR_07,ELBOW_R07,door_to_hallway,1.0,2.0,20.0,6,1,0.3,30.0,False
DOOR_20,ELBOW_R20,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
C11,ELBOW_R12,navigation,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_12,START_R12,room_start,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
C6,ELBOW_R07,navigation,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_07,START_R07,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
DOOR_05,ELBOW_R05,door_to_hallway,1.0,2.0,20.0,2,1,0.1,10.0,False
C4,ELBOW_R05,navigation,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_05,START_R05,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C12,C13,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
