edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,5.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C5--C6,C5,C6,1.0,4.0,navigation
E007:C6--C7,C6,C7,1.0,4.0,navigation
E008:C7--C8,C7,C8,1.0,4.0,navigation
E009:C8--C9,C8,C9,1.0,5.0,navigation
E010:C9--C10,C9,C10,1.0,4.0,navigation
E011:C10--C11,C10,C11,1.0,3.0,navigation
E012:C11--C12,C11,C12,1.0,3.0,navigation
E013:C12--C13,C12,C13,1.0,4.0,navigation
E014:C13--C14,C13,C14,1.0,3.0,navigation
E015:C14--C15,C14,C15,1.0,4.0,navigation
E016:C15--C0,C15,C0,1.0,4.0,navigation
E017:C0--EELBOW_EXIT_A,C0,EELBOW_EXIT_A,1.0,6.0,navigation
E018:EELBOW_EXIT_A--EXIT_A,EELBOW_EXIT_A,EXIT_A,1.0,4.0,exit
E019:C5--EELBOW_EXIT_B,C5,EELBOW_EXIT_B,1.0,6.0,navigation
E020:EELBOW_EXIT_B--EXIT_B,EELBOW_EXIT_B,EXIT_B,1.0,5.0,exit
E021:C10--EELBOW_EXIT_C,C10,EELBOW_EXIT_C,1.0,5.0,navigation
E022:EELBOW_EXIT_C--EXIT_C,EELBOW_EXIT_C,EXIT_C,1.0,6.0,exit
E023:C15--EELBOW_EXIT_D,C15,EELBOW_EXIT_D,1.0,4.0,navigation
E024:EELBOW_EXIT_D--EXIT_D,EELBOW_EXIT_D,EXIT_D,1.0,6.0,exit
E025:START_R01--DOOR_01,START_R01,DOOR_01,1.0,2.0,room_start
E026:DOOR_01--ELBOW_R01,DOOR_01,ELBOW_R01,1.0,3.0,door_to_hallway
E027:ELBOW_R01--C0,ELBOW_R01,C0,1.0,2.0,navigation
E028:START_R02--DOOR_02,START_R02,DOOR_02,1.0,2.0,room_start
E029:DOOR_02--ELBOW_R02,DOOR_02,ELBOW_R02,1.0,2.0,door_to_hallway
E030:ELBOW_R02--C1,ELBOW_R02,C1,1.0,2.0,navigation
E031:START_R03--DOOR_03,START_R03,DOOR_03,1.0,3.0,room_start
E032:DOOR_03--ELBOW_R03,DOOR_03,ELBOW_R03,1.0,2.0,door_to_hallway
E033:ELBOW_R03--C2,ELBOW_R03,C2,1.0,3.0,navigation
E034:START_R04--DOOR_04,START_R04,DOOR_04,1.0,2.0,room_start
E035:DOOR_04--ELBOW_R04,DOOR_04,ELBOW_R04,1.0,2.0,door_to_hallway
E036:ELBOW_R04--C3,ELBOW_R04,C3,1.0,3.0,navigation
E037:START_R05--DOOR_05,START_R05,DOOR_05,1.0,3.0,room_start
E038:DOOR_05--ELBOW_R05,DOOR_05,ELBOW_R05,1.0,2.0,door_to_hallway
E039:ELBOW_R05--C4,ELBOW_R05,C4,1.0,3.0,navigation
E040:START_R06--DOOR_06,START_R06,DOOR_06,1.0,2.0,room_start
E041:DOOR_06--ELBOW_R06,DOOR_06,ELBOW_R06,1.0,2.0,door_to_hallway
E042:ELBOW_R06--C5,ELBOW_R06,C5,1.0,3.0,navigation
E043:START_R07--DOOR_07,START_R07,DOOR_07,1.0,3.0,room_start
E044:DOOR_07--ELBOW_R07,DOOR_07,ELBOW_R07,1.0,2.0,door_to_hallway
E045:ELBOW_R07--C6,ELBOW_R07,C6,1.0,3.0,navigation
E046:START_R08--DOOR_08,START_R08,DOOR_08,1.0,2.0,room_start
E047:DOOR_08--ELBOW_R08,DOOR_08,ELBOW_R08,1.0,2.0,door_to_hallway
E048:ELBOW_R08--C7,ELBOW_R08,C7,1.0,3.0,navigation
E049:START_R09--DOOR_09,START_R09,DOOR_09,1.0,2.0,room_start
