edge_id,source,target,edge_type,distance,capacity_units,effective_capacity_people,selected_load_people,utilization,utilization_percent,over_capacity,overload_ratio,congestion_cost,overload_cost
E223:DOOR_26--N18,DOOR_26,N18,room_to_door,2.0,1.0,10.0,24.0,2.4,240.0,True,1.4,28.799999999999997,9.799999999999999
E463:O16--DOOR_26,O16,DOOR_26,door_to_hallway,1.0,1.0,10.0,24.0,2.4,240.0,True,1.4,28.799999999999997,9.799999999999999
E317:I10--J10,I10,J10,navigation,1.0,2.0,20.0,43.0,2.15,215.0,True,1.15,23.112499999999997,6.612499999999999
E330:J10--K10,J10,K10,navigation,1.0,2.0,20.0,43.0,2.15,215.0,True,1.15,23.112499999999997,6.612499999999999
E456:O10--DOOR_15,O10,DOOR_15,door_to_hallway,1.0,1.0,10.0,20.0,2.0,200.0,True,1.0,20.0,5.0
E512:Q10--DOOR_15,Q10,DOOR_15,room_to_door,1.0,1.0,10.0,20.0,2.0,200.0,True,1.0,20.0,5.0
E231:E10--F10,E10,F10,navigation,1.0,2.0,20.0,39.0,1.95,195.0,True,0.95,19.0125,4.5125
E257:F10--G10,F10,G10,navigation,1.0,2.0,20.0,39.0,1.95,195.0,True,0.95,19.0125,4.5125
E339:K10--M10,K10,M10,navigation,1.0,2.0,20.0,39.0,1.95,195.0,True,0.95,19.0125,4.5125
E393:M10--N10,M10,N10,navigation,1.0,2.0,20.0,39.0,1.95,195.0,True,0.95,19.0125,4.5125
E201:C3--DOOR_01,C3,DOOR_01,room_to_door,1.0,1.0,10.0,18.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E230:E10--E9,E10,E9,navigation,1.0,2.0,20.0,36.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E247:E3--DOOR_01,E3,DOOR_01,room_to_door,1.0,1.0,10.0,18.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E250:E4--E5,E4,E5,navigation,1.0,2.0,20.0,36.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E251:E5--E6,E5,E6,navigation,1.0,2.0,20.0,36.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E256:E8--E9,E8,E9,navigation,1.0,2.0,20.0,36.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E425:N10--DOOR_16,N10,DOOR_16,door_to_hallway,1.0,1.0,10.0,18.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E457:O10--DOOR_16,O10,DOOR_16,door_to_hallway,1.0,1.0,10.0,18.0,1.8,180.0,True,0.8,16.200000000000003,3.2000000000000006
E761:X22--DOOR_49,X22,DOOR_49,room_to_door,1.0,1.0,10.0,17.0,1.7,170.0,True,0.7,14.45,2.4499999999999997
E763:X24--DOOR_49,X24,DOOR_49,room_to_door,1.0,1.0,10.0,17.0,1.7,170.0,True,0.7,14.45,2.4499999999999997
E755:X16--DOOR_30,X16,DOOR_30,room_to_door,1.0,1.0,10.0,16.0,1.6,160.0,True,0.6000000000000001,12.800000000000002,1.8000000000000005
E757:X18--DOOR_30,X18,DOOR_30,room_to_door,1.0,1.0,10.0,16.0,1.6,160.0,True,0.6000000000000001,12.800000000000002,1.8000000000000005
E486:P2--EXIT_D,P2,EXIT_D,exit,1.0,3.0,30.0,44.0,1.4666666666666666,146.66666666666666,True,0.46666666666666656,10.755555555555553,1.0888888888888884
