edge_id,source,target,distance,capacity_units,edge_type
E001:AA10--AB10,AA10,AB10,1.0,3.0,navigation
E002:AA10--START_R10,AA10,START_R10,1.0,4.0,room_start
E003:AA10--Z10,AA10,Z10,1.0,3.0,navigation
E004:AA12--DOOR_19,AA12,DOOR_19,1.0,1.0,room_to_door
E005:AA12--Z12,AA12,Z12,1.0,3.0,navigation
E006:AA14--DOOR_19,AA14,DOOR_19,1.0,1.0,room_to_door
E007:AA14--Z14,AA14,Z14,1.0,3.0,navigation
E008:AA16--AB16,AA16,AB16,1.0,2.0,navigation
E009:AA16--Z16,AA16,Z16,1.0,2.0,navigation
E010:AA18--AA19,AA18,AA19,1.5,3.0,navigation
E011:AA18--AB18,AA18,AB18,1.0,3.0,navigation
E012:AA18--Z18,AA18,Z18,1.0,3.0,navigation
E013:AA19--AA20,AA19,AA20,1.0,3.0,navigation
E014:AA19--AB19,AA19,AB19,1.0,3.0,navigation
E015:AA19--Z19,AA19,Z19,1.0,3.0,navigation
E016:AA2--AB2,AA2,AB2,1.0,3.0,navigation
E017:AA2--START_R06,AA2,START_R06,1.25,4.0,room_start
E018:AA2--Z2,AA2,Z2,1.0,3.0,navigation
E019:AA20--AB20,AA20,AB20,1.0,3.0,navigation
E020:AA20--Z20,AA20,Z20,1.0,3.0,navigation
E021:AA21.5--AA22,AA21.5,AA22,1.0,2.0,navigation
E022:AA21.5--AB21.5,AA21.5,AB21.5,1.0,2.0,navigation
E023:AA21.5--Z21.5,AA21.5,Z21.5,1.0,2.0,navigation
E024:AA22--AA23,AA22,AA23,1.0,2.0,navigation
E025:AA22--AB22,AA22,AB22,1.0,2.0,navigation
E026:AA22--Z22,AA22,Z22,1.0,2.0,navigation
E027:AA23--AA24,AA23,AA24,1.0,2.0,navigation
E028:AA23--AB23,AA23,AB23,1.0,2.0,navigation
E029:AA23--Z23,AA23,Z23,1.0,2.0,navigation
E030:AA24--AA25,AA24,AA25,1.0,2.0,navigation
E031:AA25--AA26,AA25,AA26,1.0,2.0,navigation
