room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,17,EXIT_A,3.0,3,8.746055555555554,11.746055555555554,START_R01 -> DOOR_01 -> C0 -> EXIT_A,False,False,0.0,0
R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,25,EXIT_A,4.0,4,16.006944444444446,20.006944444444446,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R03,EXIT_B,4.0,4,START_R03 -> DOOR_03 -> C2 -> C3 -> EXIT_B,15,EXIT_A,5.0,5,19.93488888888889,24.934888888888885,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,True,True,1.0,1
R04,EXIT_B,3.0,3,START_R04 -> DOOR_04 -> C3 -> EXIT_B,7,EXIT_B,3.0,3,15.253124999999999,18.253124999999997,START_R04 -> DOOR_04 -> C3 -> EXIT_B,False,False,0.0,0
R05,EXIT_B,4.0,4,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_B,19,EXIT_B,4.0,4,18.074305555555554,22.074305555555554,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_B,False,False,0.0,0
R06,EXIT_C,4.0,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_C,23,EXIT_C,4.0,4,16.531249999999996,20.531249999999996,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_C,False,False,0.0,0
R07,EXIT_C,3.0,3,START_R07 -> DOOR_07 -> C6 -> EXIT_C,13,EXIT_C,3.0,3,19.251388888888894,22.25138888888889,START_R07 -> DOOR_07 -> C6 -> EXIT_C,False,False,0.0,0
R08,EXIT_C,4.0,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_C,16,EXIT_C,4.0,4,16.300347222222225,20.300347222222225,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_C,False,False,0.0,0
R09,EXIT_D,4.0,4,START_R09 -> DOOR_09 -> C8 -> C9 -> EXIT_D,18,EXIT_D,4.0,4,9.396,13.396,START_R09 -> DOOR_09 -> C8 -> C9 -> EXIT_D,False,False,0.0,0
R10,EXIT_D,3.0,3,START_R10 -> DOOR_10 -> C9 -> EXIT_D,7,EXIT_D,3.0,3,7.042444444444444,10.042444444444444,START_R10 -> DOOR_10 -> C9 -> EXIT_D,False,False,0.0,0
R11,EXIT_A,3.0,3,START_R11 -> DOOR_11 -> C0 -> EXIT_A,14,EXIT_A,3.0,3,13.620888888888889,16.62088888888889,START_R11 -> DOOR_11 -> C0 -> EXIT_A,False,False,0.0,0
R12,EXIT_A,4.0,4,START_R12 -> DOOR_12 -> C1 -> C0 -> EXIT_A,17,EXIT_B,5.0,5,20.658555555555555,25.658555555555555,START_R12 -> DOOR_12 -> C1 -> C2 -> C3 -> EXIT_B,True,True,1.0,1
R13,EXIT_B,4.0,4,START_R13 -> DOOR_13 -> C2 -> C3 -> EXIT_B,2,EXIT_B,4.0,4,18.250000000000004,22.250000000000004,START_R13 -> DOOR_13 -> C2 -> C3 -> EXIT_B,False,False,0.0,0
R14,EXIT_B,3.0,3,START_R14 -> DOOR_14 -> C3 -> EXIT_B,3,EXIT_B,3.0,3,15.475,18.475,START_R14 -> DOOR_14 -> C3 -> EXIT_B,False,False,0.0,0
R15,EXIT_B,4.0,4,START_R15 -> DOOR_15 -> C4 -> C3 -> EXIT_B,24,EXIT_B,4.0,4,18.0,22.0,START_R15 -> DOOR_15 -> C4 -> C3 -> EXIT_B,False,False,0.0,0
R16,EXIT_C,4.0,4,START_R16 -> DOOR_16 -> C5 -> C6 -> EXIT_C,20,EXIT_C,4.0,4,18.77847222222222,22.77847222222222,START_R16 -> DOOR_16 -> C5 -> C6 -> EXIT_C,False,False,0.0,0
R17,EXIT_C,3.0,3,START_R17 -> DOOR_17 -> C6 -> EXIT_C,14,EXIT_D,6.0,6,15.602777777777778,21.602777777777778,START_R17 -> DOOR_17 -> C6 -> C7 -> C8 -> C9 -> EXIT_D,True,True,3.0,3
R18,EXIT_C,4.0,4,START_R18 -> DOOR_18 -> C7 -> C6 -> EXIT_C,7,EXIT_D,5.0,5,16.95284722222222,21.95284722222222,START_R18 -> DOOR_18 -> C7 -> C8 -> C9 -> EXIT_D,True,True,1.0,1
R19,EXIT_D,4.0,4,START_R19 -> DOOR_19 -> C8 -> C9 -> EXIT_D,18,EXIT_D,4.0,4,8.783999999999999,12.783999999999999,START_R19 -> DOOR_19 -> C8 -> C9 -> EXIT_D,False,False,0.0,0
R20,EXIT_D,3.0,3,START_R20 -> DOOR_20 -> C9 -> EXIT_D,2,EXIT_D,3.0,3,8.784222222222224,11.784222222222223,START_R20 -> DOOR_20 -> C9 -> EXIT_D,False,False,0.0,0
