node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C3,navigation,E3,2.0,20.0,70,6,3.5,350.0,True
C6,navigation,H3,3.0,30.0,93,6,3.1,310.0,True
C0,navigation,B3,3.0,30.0,73,4,2.433333333333333,243.33333333333331,True
EXIT_C,exit,H2.5,4.0,40.0,93,6,2.325,232.50000000000003,True
C9,navigation,K3,2.0,20.0,45,4,2.25,225.0,True
C4,navigation,F3,2.0,20.0,43,2,2.15,215.0,True
C5,navigation,G3,2.0,20.0,43,2,2.15,215.0,True
C1,navigation,C3,2.0,20.0,42,2,2.1,210.0,True
C8,navigation,J3,2.0,20.0,36,2,1.8,180.0,True
EXIT_B,exit,E2.5,4.0,40.0,70,6,1.75,175.0,True
EXIT_A,exit,B2.5,5.0,50.0,73,4,1.46,146.0,True
DOOR_02,door,C2,2.0,20.0,25,1,1.25,125.0,True
DOOR_15,door,F4,2.0,20.0,24,1,1.2,120.0,True
DOOR_06,door,G2,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_16,door,G2,2.0,20.0,20,1,1.0,100.0,False
DOOR_05,door,F4,2.0,20.0,19,1,0.95,95.0,False
EXIT_D,exit,K2.5,5.0,50.0,45,4,0.9,90.0,False
DOOR_09,door,J4,2.0,20.0,18,1,0.9,90.0,False
DOOR_01,door,B4,2.0,20.0,17,1,0.85,85.0,False
DOOR_12,door,C2,2.0,20.0,17,1,0.85,85.0,False
DOOR_08,door,I2,2.0,20.0,16,1,0.8,80.0,False
C7,navigation,I3,3.0,30.0,23,2,0.7666666666666667,76.66666666666667,False
DOOR_11,door,B4,2.0,20.0,14,1,0.7,70.0,False
DOOR_07,door,H4,2.0,20.0,13,1,0.65,65.0,False
DOOR_19,door,J4,3.0,30.0,18,1,0.6,60.0,False
C2,navigation,D3,3.0,30.0,17,2,0.5666666666666667,56.666666666666664,False
DOOR_03,door,D4,3.0,30.0,15,1,0.5,50.0,False
DOOR_17,door,H4,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
DOOR_04,door,E2,2.0,20.0,7,1,0.35,35.0,False
DOOR_18,door,I2,2.0,20.0,7,1,0.35,35.0,False
DOOR_10,door,K2,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_14,door,E2,2.0,20.0,3,1,0.15,15.0,False
DOOR_20,door,K2,2.0,20.0,2,1,0.1,10.0,False
DOOR_13,door,D4,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
