room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,17,EXIT_A,3.0,8.746055555555554,11.746055555555554,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,25,EXIT_A,4.0,16.006944444444446,20.006944444444446,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,15,EXIT_A,5.0,19.93488888888889,24.934888888888885,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,7,EXIT_B,3.0,15.253124999999999,18.253124999999997,3,START_R04 -> DOOR_04 -> C3 -> EXIT_B
R05,Room 05,START_R05,19,EXIT_B,4.0,18.074305555555554,22.074305555555554,4,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_B
R06,Room 06,START_R06,23,EXIT_C,4.0,16.531249999999996,20.531249999999996,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_C
R07,Room 07,START_R07,13,EXIT_C,3.0,19.251388888888894,22.25138888888889,3,START_R07 -> DOOR_07 -> C6 -> EXIT_C
R08,Room 08,START_R08,16,EXIT_C,4.0,16.300347222222225,20.300347222222225,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_C
R09,Room 09,START_R09,18,EXIT_D,4.0,9.396,13.396,4,START_R09 -> DOOR_09 -> C8 -> C9 -> EXIT_D
R10,Room 10,START_R10,7,EXIT_D,3.0,7.042444444444444,10.042444444444444,3,START_R10 -> DOOR_10 -> C9 -> EXIT_D
R11,Room 11,START_R11,14,EXIT_A,3.0,13.620888888888889,16.62088888888889,3,START_R11 -> DOOR_11 -> C0 -> EXIT_A
R12,Room 12,START_R12,17,EXIT_B,5.0,20.658555555555555,25.658555555555555,5,START_R12 -> DOOR_12 -> C1 -> C2 -> C3 -> EXIT_B
R13,Room 13,START_R13,2,EXIT_B,4.0,18.250000000000004,22.250000000000004,4,START_R13 -> DOOR_13 -> C2 -> C3 -> EXIT_B
R14,Room 14,START_R14,3,EXIT_B,3.0,15.475,18.475,3,START_R14 -> DOOR_14 -> C3 -> EXIT_B
R15,Room 15,START_R15,24,EXIT_B,4.0,18.0,22.0,4,START_R15 -> DOOR_15 -> C4 -> C3 -> EXIT_B
R16,Room 16,START_R16,20,EXIT_C,4.0,18.77847222222222,22.77847222222222,4,START_R16 -> DOOR_16 -> C5 -> C6 -> EXIT_C
R17,Room 17,START_R17,14,EXIT_D,6.0,15.602777777777778,21.602777777777778,6,START_R17 -> DOOR_17 -> C6 -> C7 -> C8 -> C9 -> EXIT_D
R18,Room 18,START_R18,7,EXIT_D,5.0,16.95284722222222,21.95284722222222,5,START_R18 -> DOOR_18 -> C7 -> C8 -> C9 -> EXIT_D
R19,Room 19,START_R19,18,EXIT_D,4.0,8.783999999999999,12.783999999999999,4,START_R19 -> DOOR_19 -> C8 -> C9 -> EXIT_D
R20,Room 20,START_R20,2,EXIT_D,3.0,8.784222222222224,11.784222222222223,3,START_R20 -> DOOR_20 -> C9 -> EXIT_D
